lat,lon,name,address,station_id,parking_hoop,parking_type,contact_phone,is_charging_station,rental_uris.ios,rental_uris.web,rental_uris.android,vehicle_type_capacity.num_bikes_now,vehicle_type_capacity.num_bikes_limit,vehicle_type_capacity.num_bikes_parkable,vehicle_type_capacity.num_bikes_rentalable
33.881739290912,130.88340461254,堺町公園,福岡県北九州市小倉北区堺町１丁目７,7617,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7617?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7617?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7617?referrer=odpt,3,6,3,3
35.6814365,139.615958,ＰＨＥＮＩＸ高井戸,東京都杉並区高井戸東２丁目２５−２ ＰＨＥＮＩＸ 高井戸,7618,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7618?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7618?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7618?referrer=odpt,7,8,1,6
35.6693517,139.5949513,南烏山6丁目,東京都世田谷区南烏山6-19-9,7619,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7619?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7619?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7619?referrer=odpt,4,4,0,4
35.73939618873,139.50871172304,トヨタモビリティ東京　U-Car東久留米店,東京都東久留米市前沢5-31-2,7620,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7620?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7620?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7620?referrer=odpt,2,2,0,0
34.696225882873,135.41880741486,大阪工業団地協会会館,大阪府大阪市西淀川区中島２丁目６−５１,7621,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7621?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7621?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7621?referrer=odpt,1,7,6,0
34.590235885974,135.54352945848,セブンパーク天美,大阪府松原市天美東３丁目５００,7622,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7622?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7622?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7622?referrer=odpt,1,9,8,0
35.328446503238,139.40531131676,焼肉居酒屋 肉市場,神奈川県茅ヶ崎市共恵1-4-17,7623,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7623?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7623?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7623?referrer=odpt,1,2,1,1
26.269889838183,127.73528784513,ウィークリーハーバービューマンション宜野湾館,沖縄県宜野湾市大謝名245-4,7624,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7624?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7624?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7624?referrer=odpt,0,5,5,0
35.6168851,139.3728235,南大沢学園二番街,東京都八王子市上柚木3-5,7625,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7625?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7625?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7625?referrer=odpt,3,10,7,3
35.6359574,139.3839566,東京薬科大学前,東京都八王子市堀之内1653-4,7626,False,street_parking,+8105038218282,False,https://www.hellocycling.jp/app/port/detail/7626?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7626?referrer=odpt,https://www.hellocycling.jp/app/port/detail/7626?referrer=odpt,1,20,19,0
